[ INFO ] Mode: classify
[ INFO ] Input file: data/databases/problema_real2.txt
[ INFO ] Creating network with 2 layers
[ INFO ]     Neurons per layer: 9 1 
[ INFO ]     Thresholds: 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 
---Epoca 0--
-0.500000	-0.500000	-0.500000	-0.500000	-0.500000	-0.500000	-0.500000	-0.500000	-0.500000	

-0.500000	-0.479913	-0.462849	-0.485063	-0.497565	-0.471676	-0.492171	-0.500000	-0.448495	

-0.497283	-0.456584	-0.443916	-0.478134	-0.495599	-0.455015	-0.483334	-0.496150	-0.402298	

-0.494794	-0.437757	-0.435593	-0.470096	-0.494349	-0.437487	-0.474645	-0.496150	-0.359992	

-0.494794	-0.420960	-0.422205	-0.461929	-0.483159	-0.425509	-0.473504	-0.494604	-0.341431	

-0.494794	-0.394352	-0.398013	-0.449855	-0.483159	-0.399652	-0.470048	-0.493858	-0.296712	

-0.493541	-0.386580	-0.391904	-0.445809	-0.478629	-0.395209	-0.468870	-0.492439	-0.286066	

-0.488873	-0.375469	-0.373689	-0.434698	-0.476518	-0.380897	-0.464567	-0.491777	-0.246383	

-0.486604	-0.357150	-0.352825	-0.429684	-0.474786	-0.369631	-0.460351	-0.489206	-0.207816	

-0.484116	-0.329660	-0.332026	-0.419957	-0.466288	-0.351606	-0.449263	-0.489206	-0.165524	

-0.484116	-0.308262	-0.309939	-0.412032	-0.466288	-0.335483	-0.437267	-0.481941	-0.125897	

-0.479214	-0.281382	-0.284661	-0.401197	-0.456189	-0.314864	-0.428139	-0.479163	-0.084223	

-0.474845	-0.262630	-0.267008	-0.394884	-0.444558	-0.301471	-0.419640	-0.477925	-0.047090	

-0.475740	-0.262630	-0.269003	-0.395858	-0.444558	-0.303330	-0.419988	-0.478737	-0.050133	

-0.470091	-0.241821	-0.252209	-0.395858	-0.444558	-0.292310	-0.416762	-0.478203	-0.018120	

-0.466697	-0.228551	-0.239913	-0.395858	-0.444558	-0.279368	-0.415986	-0.477722	0.010729	

-0.465693	-0.226979	-0.238555	-0.394664	-0.444198	-0.277970	-0.415611	-0.476829	0.013166	

-0.461721	-0.224567	-0.235471	-0.393458	-0.443149	-0.275339	-0.414923	-0.474819	0.017990	

-0.449151	-0.202559	-0.197639	-0.377646	-0.443149	-0.250373	-0.410781	-0.443480	0.060725	

-0.447299	-0.186344	-0.189897	-0.365681	-0.440060	-0.230055	-0.409369	-0.437183	0.092210	

-0.445832	-0.183600	-0.187597	-0.364622	-0.438954	-0.228490	-0.408851	-0.435260	0.095328	

-0.445576	-0.181454	-0.186347	-0.362465	-0.438954	-0.227363	-0.408389	-0.433771	0.097506	

-0.442525	-0.167061	-0.173593	-0.362465	-0.438954	-0.217237	-0.405455	-0.432907	0.123441	

-0.439112	-0.149365	-0.159326	-0.357243	-0.435320	-0.204353	-0.397540	-0.432424	0.152450	

-0.440639	-0.150981	-0.161265	-0.357935	-0.435320	-0.205566	-0.399023	-0.433818	0.149565	

-0.422136	-0.130010	-0.140638	-0.350246	-0.433006	-0.194731	-0.389248	-0.418090	0.184516	

-0.411176	-0.101132	-0.114982	-0.333851	-0.409001	-0.173240	-0.380640	-0.410016	0.221778	

-0.396180	-0.089404	-0.102026	-0.333851	-0.409001	-0.163400	-0.379671	-0.405767	0.247273	

-0.391244	-0.077447	-0.091021	-0.333851	-0.409001	-0.154365	-0.379241	-0.404718	0.268250	

-0.391244	-0.067211	-0.080153	-0.329561	-0.409001	-0.148553	-0.377926	-0.404393	0.287749	

-0.386197	-0.054127	-0.068199	-0.329561	-0.409001	-0.137366	-0.375032	-0.401534	0.309196	

-0.393522	-0.068758	-0.078150	-0.329561	-0.409001	-0.148477	-0.375424	-0.407241	0.293632	

-0.398868	-0.078226	-0.087587	-0.329561	-0.409001	-0.156107	-0.375702	-0.415572	0.278483	

-0.396261	-0.067698	-0.077777	-0.326458	-0.406696	-0.147486	-0.369362	-0.415203	0.300647	

-0.395093	-0.059556	-0.067359	-0.323877	-0.404466	-0.141212	-0.366504	-0.414541	0.320505	

-0.393637	-0.048912	-0.053967	-0.311004	-0.402564	-0.125975	-0.357636	-0.411240	0.345260	

-0.394654	-0.061795	-0.063606	-0.316019	-0.405160	-0.133526	-0.359637	-0.417293	0.327968	

-0.389694	-0.050201	-0.050474	-0.311803	-0.402668	-0.124604	-0.359277	-0.415185	0.349047	

-0.386717	-0.036791	-0.037201	-0.302947	-0.399109	-0.113104	-0.344995	-0.409703	0.374348	

-0.387987	-0.056211	-0.037201	-0.302947	-0.399109	-0.127028	-0.346875	-0.416896	0.352771	

-0.381989	-0.051725	-0.026839	-0.302947	-0.399109	-0.119431	-0.342443	-0.411798	0.373162	

-0.379922	-0.043643	-0.017910	-0.298028	-0.399109	-0.111157	-0.342053	-0.410919	0.390731	

-0.374252	-0.035161	-0.007480	-0.293979	-0.398585	-0.104146	-0.339880	-0.408027	0.410010	

-0.363761	-0.021116	0.006042	-0.285508	-0.396609	-0.095541	-0.339080	-0.401340	0.432303	

-0.377773	-0.036004	-0.002605	-0.290612	-0.396609	-0.104061	-0.340054	-0.406160	0.415289	

-0.376893	-0.029050	0.004259	-0.288967	-0.396609	-0.099047	-0.337889	-0.405911	0.430243	

-0.369434	-0.013093	0.015000	-0.282416	-0.393611	-0.087865	-0.332348	-0.403445	0.451378	

-0.359646	-0.006333	0.027275	-0.277632	-0.393611	-0.077946	-0.327712	-0.396165	0.472178	

-0.364478	-0.025230	0.014144	-0.285642	-0.400336	-0.089271	-0.329343	-0.399589	0.451639	

-0.362154	-0.017920	0.020837	-0.285642	-0.400336	-0.084835	-0.328983	-0.399589	0.464810	

-0.360073	-0.008630	0.031714	-0.285642	-0.400336	-0.078691	-0.325342	-0.390152	0.482503	

